aprobado
180134806.41876438
162456867.51211226
135920512.28356278
104733814.85498899
74196739.24711972
50554326.220433466
48405325.500559576
46407101.3429414
42083441.69447112
179888147.40565017
148989699.28610352
136699187.93740565
106006023.99495053
77668679.88803235
56073837.427617885
52749860.94651896
44218017.50381364
43387273.865538724
182207867.89056346
155818731.33705077
138306878.3117045
103589391.91883996
72206071.25040206
69815918.62409724
59612923.032267086
43633870.06268554
43054290.69210189
191712924.29160827
154369623.1612267
145302503.80409974
116038973.74951729
67408002.34800225
66113089.88810559
58274961.35098605
50378027.49206503
39000330.98426059
191016609.2868
175478412.1145
148102597.489
137619270.4194
92334731.54179999
89664200.91969998
55219938.4066
41181812.409099996
38102136.586799994
198420480.0
186962562.0
172106571.0
156672031.0
121518809.0
95013484.0
94374950.0
45704928.0
45523614.0
198702923.0124
153168806.7132
150907255.9355
135362757.8345
96866719.5221
95130773.0879
48068887.33340001
46264133.6684
29193586.582999997
14080694.935502889
7844613.950186242
6238098.963774046
974081.0297534185
6652.811367779588
0.0
0.0
0.0
0.0
13844539.484280545
7830802.219590472
1713048.7599121446
971368.0138428765
6392.017071271703
0.0
0.0
0.0
0.0
13844109.806833588
7935605.00859539
2290617.210372481
1442199.2038302303
983491.5386793511
6258.706620260163
4627.509515904001
0.0
0.0
17684464.577999998
16874300.08123497
9131695.63458438
1561299.81774657
1395316.5671732102
19587.223425
16128.6794031
4477.07964
3917.444685
16125705.375999998
10336238.0
9430248.9182
2998138.0
2236479.9105
1495876.9265
18345.25
15106.003
4193.2
15691920.0
11133435.0
9263779.0
2860000.0
1459260.0
17500.0
14410.0
4000.0
3500.0
16046445.244299999
14460544.3751
9080950.0467
2682155.14
1449885.0239
13742.491
12235.7492
5686.548000000001
3791.032
64756257.268159404
33064311.40391092
17912797.904632844
14414716.48488374
14179409.867062436
7378349.021567012
6134879.550136834
5180056.011329705
4810544.603155118
102279548.93353117
88098733.81991495
36996434.76857759
31871908.60330325
26445786.75048179
17687608.009028964
10641226.799007982
10399388.791204622
8985519.512756273
105610393.0716552
90178093.07702889
39681310.574733235
38200336.311791874
24511725.86409859
17828890.643545136
12756257.516674193
10180520.934988802
8751747.29314159
126341005.98374543
109477224.80112465
39046168.44488482
36790104.21590394
24835205.811862048
9744015.74351799
9567249.44663169
8624657.4111951
7339903.445001599
71284265.81760001
39460831.92700001
35351402.6283
19681916.364000004
16248650.0
10483000.0
8345339.1373
8077790.9629999995
6420031.3573
101066849.0
67386457.0
38933922.0
34685205.0
18775080.0
10000000.0
7960831.0
7705610.0
6124231.0
81766631.91700001
72503128.2059
29076765.7385
20900030.0143
14396626.8019
13401273.942499999
10879423.3643
8660924.9773
6692653.0772
19969532.448158704
13470327.18306693
10304425.23329571
10114195.23866202
5396444.586264269
2087851.39274679
1851466.06483443
381671.03931
240005.0468013
9856474.0703
7180924.1877999995
7091836.5089
2989374.2120000003
1491766.5422
508425.5
26207.5
10483.0
0.0
10983771.0
8265848.0
7698902.0
1905000.0
1778855.0
485000.0
40000.0
15000.0
0.0
8280568.4157
7449804.3711
2657920.5811
1618505.6786
1196484.5148
247826.1447
15014.2275
14506.5
17592583.70572102
16938853.374336325
10442209.68249755
9102660.579833366
7113958.181627527
6611518.437480389
4392542.685210793
4392542.685210793
3366732.050467169
43022940.70766493
33031347.24586217
22199137.37413062
13165312.644009862
7472575.151222079
6295481.072231361
3452988.889240583
2526559.9455096875
1879028.5303691225
57990380.52758305
46754955.170188084
44708395.12543914
25651369.240759976
6015210.540165429
5043985.372335362
2596745.474887594
1800301.3414732195
854006.8811600833
75195515.26125178
51365035.515340135
42970399.26334914
18211566.833795942
2220218.49084321
1576509.5765535603
1062575.53124877
974839.3208136
584903.59248816
61832941.87619999
55815447.2359
45822110.2625
29480118.5822
2865957.853
1482654.7186
935498.7268
910293.4016
717472.2445
61265175.0
44085688.0
28880669.0
15340603.0
2398690.0
1724768.0
888982.0
870175.0
293385.0
47389641.747099996
40859485.6474
19422523.647299998
18177459.7653
2413522.8059
1480985.0257
767781.6571
380362.3642
163024.047
3567913.804063726
2879763.47449342
2585189.038431542
1377291.8173591755
592931.5057221466
537389.7537374641
43040.36929247424
38121.469944762895
23364.77190162887
3477956.7459411584
2536957.3115405915
2462330.2168537774
1323301.1312059718
540601.5946259196
512306.5807954549
49860.096193653575
34264.04714729748
24811.89621011197
3489410.5705435392
3318965.5125442473
2464867.238071224
1388252.8547712006
1015159.9000514402
827345.4850842026
561085.5288033602
33549.44399030401
28227.808047014412
39187153.17761906
26416118.88261883
24911778.043732457
16603314.344506709
16355340.331140207
3514970.4606594723
2613876.0594273945
723833.255163441
328930.48855596816
